Date,Location,trip_hour,trip_distance_km,trip_duration_min,location_pressure_index,peak_hour,rain_probability,rain_pred_label,rain_risk_level,base_price,demand_supply_multiplier,rain_multiplier,total_multiplier,price_without_rain_signal,price_with_rain_signal,rain_increment,rain_increment_pct
2013-09-12,Portland,6,15.18,33.937,0.8333333333333334,0,0.664,Yes,high,38.947,1.183,1.263,1.495,46.087,58.225,12.138,26.336
2011-05-23,Williamtown,17,1.482,9.534,0.5,1,0.319,No,low,10.205,1.29,1.042,1.344,13.165,13.717,0.552,4.19
2013-01-31,Canberra,17,7.471,18.251,0.3333333333333333,1,0.389,No,moderate,21.952,1.253,1.079,1.352,27.513,29.674,2.161,7.855
2010-11-25,Dartmoor,17,7.922,18.328,0.8333333333333334,1,0.478,No,moderate,22.592,1.363,1.132,1.543,30.801,34.863,4.062,13.188
2015-09-11,Watsonia,5,7.712,22.89,0.3333333333333333,0,0.064,No,low,24.225,1.073,1.0,1.073,26.002,26.002,0.0,0.0
2014-03-02,Adelaide,12,2.601,7.551,0.0,0,0.026,No,low,10.883,1.0,1.0,1.0,10.883,10.883,0.0,0.0
2012-11-27,SydneyAirport,11,4.249,10.988,0.5,0,0.85,Yes,very_high,14.55,1.11,1.416,1.571,16.151,22.862,6.711,41.554
2016-09-08,Adelaide,5,6.808,15.704,0.0,0,0.948,Yes,very_high,19.986,1.0,1.503,1.503,19.986,30.031,10.045,50.261
2016-03-09,Newcastle,7,3.051,6.191,0.5,1,0.335,No,low,10.92,1.29,1.05,1.354,14.086,14.786,0.699,4.965
2011-10-13,Woomera,12,3.846,10.523,1.0,0,0.115,No,low,13.812,1.22,1.0,1.22,16.851,16.851,0.0,0.0
2012-11-29,Cairns,18,3.091,11.743,0.16666666666666666,1,0.164,No,low,13.304,1.217,1.0,1.217,16.187,16.187,0.0,0.0
2013-12-22,WaggaWagga,8,5.056,13.821,0.0,1,0.573,Yes,moderate,16.831,1.18,1.196,1.411,19.86,23.753,3.893,19.602
2010-04-24,Newcastle,19,4.837,11.703,0.5,1,0.501,Yes,moderate,15.646,1.29,1.147,1.479,20.183,23.147,2.964,14.687
2017-05-08,Witchcliffe,15,11.973,37.349,0.6666666666666666,0,0.83,Yes,very_high,36.05,1.147,1.398,1.603,41.337,57.801,16.464,39.829
2009-08-29,Richmond,18,6.903,24.133,1.0,1,0.647,Yes,high,23.655,1.4,1.251,1.751,33.116,41.428,8.311,25.097
2011-07-25,NorahHead,13,1.788,8.546,0.8333333333333334,0,0.083,No,low,10.203,1.183,1.0,1.183,12.074,12.074,0.0,0.0
2014-11-28,Wollongong,14,1.908,5.691,0.8333333333333334,0,0.046,No,low,9.166,1.183,1.0,1.183,10.846,10.846,0.0,0.0
2013-10-31,Bendigo,16,7.555,28.464,1.0,1,0.043,No,low,26.354,1.4,1.0,1.4,36.896,36.896,0.0,0.0
2012-10-19,Nuriootpa,21,4.803,17.818,0.0,0,0.007,No,low,18.167,1.0,1.0,1.0,18.167,18.167,0.0,0.0
2012-01-11,PerthAirport,13,14.638,33.394,0.6666666666666666,0,0.029,No,low,37.987,1.147,1.0,1.147,43.558,43.558,0.0,0.0
2013-12-08,Katherine,14,14.613,33.84,0.3333333333333333,0,0.605,Yes,high,38.14,1.073,1.22,1.309,40.937,49.931,8.994,21.971
2008-07-31,Perth,16,2.431,7.178,0.5,1,0.952,Yes,very_high,10.496,1.29,1.506,1.943,13.54,20.395,6.855,50.623
2010-04-07,SalmonGums,18,5.791,20.306,0.16666666666666666,1,0.024,No,low,20.546,1.217,1.0,1.217,24.998,24.998,0.0,0.0
2009-03-24,Mildura,5,1.927,5.761,1.0,0,0.119,No,low,9.222,1.22,1.0,1.22,11.251,11.251,0.0,0.0
2011-06-29,AliceSprings,14,7.475,25.793,0.5,0,0.01,No,low,25.124,1.11,1.0,1.11,27.888,27.888,0.0,0.0
2011-12-19,Wollongong,13,13.023,53.168,0.8333333333333334,0,0.927,Yes,very_high,44.111,1.183,1.484,1.756,52.198,77.438,25.24,48.354
2014-06-05,Ballarat,21,5.274,16.397,0.8333333333333334,0,0.114,No,low,18.207,1.183,1.0,1.183,21.545,21.545,0.0,0.0
2014-09-18,Williamtown,13,3.567,12.922,0.5,0,0.491,No,moderate,14.443,1.11,1.14,1.266,16.032,18.284,2.252,14.047
2015-12-26,WaggaWagga,13,6.179,17.217,0.0,0,0.99,Yes,very_high,19.773,1.0,1.541,1.541,19.773,30.469,10.695,54.091
2013-06-29,Katherine,22,8.457,22.081,0.3333333333333333,0,0.004,No,low,24.891,1.073,1.0,1.073,26.716,26.716,0.0,0.0
2015-10-29,Adelaide,12,8.492,24.577,0.0,0,0.087,No,low,25.986,1.0,1.0,1.0,25.986,25.986,0.0,0.0
2011-05-03,SydneyAirport,7,3.595,12.484,0.5,1,0.857,Yes,very_high,14.297,1.29,1.422,1.834,18.443,26.219,7.776,42.159
2014-10-31,Portland,7,2.996,9.012,0.8333333333333334,1,0.905,Yes,very_high,12.029,1.363,1.464,1.996,16.4,24.007,7.607,46.385
2013-08-29,Launceston,5,5.59,15.583,0.5,0,0.877,Yes,very_high,18.291,1.11,1.439,1.598,20.303,29.221,8.917,43.92
2010-02-13,Nuriootpa,0,3.767,8.821,0.0,0,0.395,No,moderate,12.99,1.0,1.082,1.082,12.99,14.055,1.065,8.196
2012-04-24,Watsonia,12,10.049,27.193,0.3333333333333333,0,0.965,Yes,very_high,29.187,1.073,1.518,1.629,31.327,47.542,16.214,51.758
2016-07-11,Newcastle,18,3.735,13.887,0.5,1,0.432,No,moderate,15.075,1.29,1.104,1.424,19.446,21.462,2.016,10.366
2011-01-02,GoldCoast,18,5.024,20.946,0.0,1,0.549,Yes,moderate,19.78,1.18,1.179,1.392,23.34,27.528,4.188,17.944
2012-10-27,AliceSprings,2,6.081,19.441,0.5,0,0.002,No,low,20.574,1.11,1.0,1.11,22.837,22.837,0.0,0.0
2014-01-28,Uluru,15,1.529,10.499,1.0,0,0.92,Yes,very_high,10.674,1.22,1.477,1.802,13.022,19.23,6.208,47.675
2011-06-01,Townsville,7,3.183,11.129,0.6666666666666666,1,0.005,No,low,13.172,1.327,1.0,1.327,17.474,17.474,0.0,0.0
2013-06-16,Uluru,21,14.248,32.404,1.0,0,0.167,No,low,37.045,1.22,1.0,1.22,45.195,45.195,0.0,0.0
2014-11-03,Canberra,7,8.235,32.843,0.3333333333333333,1,0.026,No,low,29.111,1.253,1.0,1.253,36.486,36.486,0.0,0.0
2010-03-18,Sydney,16,3.7,9.394,0.3333333333333333,1,0.074,No,low,13.14,1.253,1.0,1.253,16.469,16.469,0.0,0.0
2012-09-21,Moree,9,7.494,20.019,0.0,1,0.374,No,moderate,22.725,1.18,1.07,1.263,26.816,28.693,1.877,6.999
2010-02-08,Richmond,17,9.947,22.928,1.0,1,0.907,Yes,very_high,27.259,1.4,1.466,2.052,38.162,55.941,17.779,46.588
2010-09-25,Albury,11,4.113,17.518,0.3333333333333333,0,0.388,No,moderate,17.11,1.073,1.078,1.157,18.365,19.798,1.433,7.805
2017-06-07,Portland,18,7.991,19.486,0.8333333333333334,1,0.101,No,low,23.172,1.363,1.0,1.363,31.591,31.591,0.0,0.0
2015-05-12,WaggaWagga,8,7.294,18.343,0.0,1,0.668,Yes,high,21.752,1.18,1.267,1.495,25.667,32.515,6.848,26.682
2013-06-01,Adelaide,20,1.953,8.029,0.0,0,0.987,Yes,very_high,10.209,1.0,1.538,1.538,10.209,15.701,5.493,53.804
2010-08-23,SydneyAirport,14,4.129,9.929,0.5,0,0.814,Yes,very_high,13.944,1.11,1.385,1.537,15.478,21.437,5.959,38.502
2010-01-03,Sydney,18,12.166,44.302,0.3333333333333333,1,0.945,Yes,very_high,39.231,1.253,1.5,1.88,49.169,73.749,24.579,49.989
2011-01-22,PearceRAAF,19,14.003,49.47,0.16666666666666666,1,0.642,Yes,high,43.881,1.217,1.247,1.517,53.389,66.577,13.188,24.702
2015-06-11,Cairns,23,8.277,25.352,0.16666666666666666,0,0.985,Yes,very_high,26.022,1.037,1.536,1.592,26.976,41.435,14.459,53.601
2010-07-22,Bendigo,7,3.106,11.356,1.0,1,0.036,No,low,13.162,1.4,1.0,1.4,18.427,18.427,0.0,0.0
2015-02-28,MountGambier,8,1.0,8.06,0.16666666666666666,1,0.781,Yes,high,8.935,1.217,1.357,1.651,10.871,14.755,3.884,35.732
2016-12-03,Dartmoor,8,2.804,8.865,0.8333333333333334,1,0.092,No,low,11.709,1.363,1.0,1.363,15.964,15.964,0.0,0.0
2015-10-13,PearceRAAF,8,1.743,8.193,0.16666666666666666,1,0.351,No,moderate,9.994,1.217,1.058,1.287,12.159,12.861,0.703,5.778
2014-03-29,AliceSprings,16,12.716,28.913,0.5,1,0.005,No,low,33.509,1.29,1.0,1.29,43.227,43.227,0.0,0.0
2016-04-27,Moree,23,1.057,6.292,0.0,0,0.009,No,low,8.27,1.0,1.0,1.0,8.27,8.27,0.0,0.0
2012-10-22,AliceSprings,23,1.997,7.74,0.5,0,0.007,No,low,10.147,1.11,1.0,1.11,11.263,11.263,0.0,0.0
2017-04-06,Uluru,14,5.515,13.937,1.0,0,0.012,No,low,17.498,1.22,1.0,1.22,21.348,21.348,0.0,0.0
2013-07-10,Richmond,16,4.78,13.945,1.0,1,0.359,No,moderate,16.51,1.4,1.062,1.487,23.114,24.554,1.44,6.231
2010-01-18,Tuggeranong,19,11.801,33.601,0.8333333333333334,1,0.032,No,low,34.244,1.363,1.0,1.363,46.687,46.687,0.0,0.0
2015-09-26,PerthAirport,21,7.011,18.904,0.6666666666666666,0,0.016,No,low,21.605,1.147,1.0,1.147,24.773,24.773,0.0,0.0
2009-07-25,Woomera,7,4.339,13.878,1.0,1,0.31,No,low,15.886,1.4,1.038,1.453,22.24,23.076,0.836,3.759
2009-08-13,Sale,14,10.163,24.231,0.0,0,0.199,No,low,28.097,1.0,1.0,1.0,28.097,28.097,0.0,0.0
2016-06-17,Nuriootpa,19,3.626,13.521,0.0,1,0.967,Yes,very_high,14.773,1.18,1.52,1.794,17.433,26.497,9.065,51.998
2008-12-29,Bendigo,9,12.389,40.86,1.0,1,0.07,No,low,38.087,1.4,1.0,1.4,53.321,53.321,0.0,0.0
2009-05-07,BadgerysCreek,12,2.525,13.154,0.6666666666666666,0,0.059,No,low,13.134,1.147,1.0,1.147,15.06,15.06,0.0,0.0
2013-09-19,PearceRAAF,23,4.663,15.486,0.16666666666666666,0,0.859,Yes,very_high,16.999,1.037,1.423,1.475,17.622,25.078,7.455,42.307
2015-06-12,Williamtown,23,1.0,7.228,0.5,0,0.579,Yes,moderate,8.586,1.11,1.201,1.333,9.53,11.441,1.911,20.053
2009-10-21,Williamtown,20,8.546,27.552,0.5,0,0.045,No,low,27.309,1.11,1.0,1.11,30.313,30.313,0.0,0.0
2011-06-11,Watsonia,19,5.311,14.125,0.3333333333333333,1,0.051,No,low,17.302,1.253,1.0,1.253,21.685,21.685,0.0,0.0
2010-07-27,Dartmoor,8,12.41,29.473,0.8333333333333334,1,0.136,No,low,33.332,1.363,1.0,1.363,45.443,45.443,0.0,0.0
2010-12-27,MelbourneAirport,9,4.025,12.253,0.8333333333333334,1,0.364,No,moderate,14.78,1.363,1.065,1.452,20.151,21.456,1.305,6.478
2017-05-14,BadgerysCreek,15,1.51,9.979,0.6666666666666666,0,0.685,Yes,high,10.429,1.147,1.28,1.467,11.959,15.303,3.344,27.965
2015-09-28,Mildura,15,6.447,14.419,1.0,0,0.029,No,low,18.959,1.22,1.0,1.22,23.13,23.13,0.0,0.0
2014-10-12,BadgerysCreek,14,3.252,18.968,0.6666666666666666,0,0.015,No,low,16.557,1.147,1.0,1.147,18.986,18.986,0.0,0.0
2011-07-20,Williamtown,16,7.792,17.551,0.5,1,0.989,Yes,very_high,22.091,1.29,1.54,1.987,28.498,43.887,15.39,54.004
2015-02-10,Nhil,11,2.566,12.905,0.6666666666666666,0,0.008,No,low,13.084,1.147,1.0,1.147,15.003,15.003,0.0,0.0
2015-07-11,Tuggeranong,18,11.077,35.935,0.8333333333333334,1,0.986,Yes,very_high,34.247,1.363,1.537,2.095,46.69,71.743,25.054,53.66
2009-03-13,Penrith,9,5.021,18.107,0.3333333333333333,1,0.537,Yes,moderate,18.584,1.253,1.171,1.468,23.292,27.273,3.981,17.091
2016-11-24,PearceRAAF,9,4.35,9.946,0.16666666666666666,1,0.018,No,low,14.25,1.217,1.0,1.217,17.338,17.338,0.0,0.0
2011-05-06,Perth,6,10.627,18.929,0.5,0,0.033,No,low,26.497,1.11,1.0,1.11,29.411,29.411,0.0,0.0
2014-12-21,NorahHead,7,8.625,21.931,0.8333333333333334,1,0.133,No,low,25.055,1.363,1.0,1.363,34.158,34.158,0.0,0.0
2014-12-15,MountGambier,19,2.841,8.9,0.16666666666666666,1,0.269,No,low,11.774,1.217,1.02,1.241,14.325,14.611,0.286,1.994
2015-11-19,Portland,12,8.47,34.705,0.8333333333333334,0,0.734,Yes,high,30.211,1.183,1.318,1.56,35.749,47.133,11.383,31.843
2011-05-23,Albany,8,7.404,20.612,0.16666666666666666,1,0.411,No,moderate,22.852,1.217,1.091,1.328,27.803,30.337,2.533,9.111
2017-04-06,Albany,18,4.52,15.689,0.16666666666666666,1,0.395,No,moderate,16.892,1.217,1.082,1.316,20.552,22.237,1.685,8.199
2012-09-26,Cobar,15,8.047,21.607,0.5,0,0.022,No,low,24.139,1.11,1.0,1.11,26.794,26.794,0.0,0.0
2012-09-24,Perth,1,11.047,27.955,0.5,0,0.929,Yes,very_high,30.854,1.11,1.485,1.648,34.248,50.863,16.615,48.513
2015-06-14,Watsonia,9,4.612,14.841,0.3333333333333333,1,0.355,No,moderate,16.659,1.253,1.06,1.329,20.88,22.137,1.257,6.02
2011-12-10,GoldCoast,7,4.623,11.857,0.0,1,0.739,Yes,high,15.42,1.18,1.322,1.56,18.196,24.063,5.867,32.243
2010-07-08,Woomera,17,4.452,20.141,1.0,1,0.026,No,low,18.67,1.4,1.0,1.4,26.138,26.138,0.0,0.0
2015-11-20,Williamtown,8,2.756,7.397,0.5,1,0.495,No,moderate,11.027,1.29,1.143,1.475,14.225,16.262,2.036,14.316
2017-05-13,Albury,4,4.579,16.379,0.3333333333333333,0,0.282,No,low,17.261,1.073,1.025,1.1,18.527,18.994,0.468,2.524
2014-07-10,NorfolkIsland,4,4.238,11.909,1.0,0,0.196,No,low,14.923,1.22,1.0,1.22,18.206,18.206,0.0,0.0
2013-03-23,Cairns,16,4.069,11.757,0.16666666666666666,1,0.995,Yes,very_high,14.632,1.217,1.545,1.88,17.802,27.51,9.709,54.538
2014-11-24,Ballarat,1,4.027,15.58,0.8333333333333334,0,0.971,Yes,very_high,16.18,1.183,1.523,1.802,19.146,29.16,10.014,52.302
2013-07-26,AliceSprings,19,1.993,9.736,0.5,1,0.003,No,low,10.98,1.29,1.0,1.29,14.164,14.164,0.0,0.0
2012-10-28,CoffsHarbour,7,9.168,23.353,0.6666666666666666,1,0.315,No,low,26.385,1.327,1.04,1.38,35.004,36.412,1.407,4.02
2011-09-03,Hobart,16,3.18,14.115,0.16666666666666666,1,0.548,Yes,moderate,14.421,1.217,1.179,1.434,17.545,20.686,3.141,17.902
2013-11-15,Perth,12,11.429,32.657,0.5,0,0.006,No,low,33.344,1.11,1.0,1.11,37.012,37.012,0.0,0.0
2009-07-08,CoffsHarbour,12,2.347,8.558,0.6666666666666666,0,0.99,Yes,very_high,10.963,1.147,1.541,1.767,12.571,19.368,6.797,54.074
2011-06-30,Wollongong,5,13.034,35.766,0.8333333333333334,0,0.086,No,low,36.817,1.183,1.0,1.183,43.567,43.567,0.0,0.0
2016-09-13,Walpole,19,3.752,9.861,0.16666666666666666,1,0.53,Yes,moderate,13.407,1.217,1.166,1.419,16.311,19.025,2.714,16.636
2015-04-16,Hobart,20,8.534,23.855,0.16666666666666666,0,0.058,No,low,25.741,1.037,1.0,1.037,26.684,26.684,0.0,0.0
2009-10-20,Albury,0,5.277,15.905,0.3333333333333333,0,0.093,No,low,18.004,1.073,1.0,1.073,19.324,19.324,0.0,0.0
2009-11-02,Dartmoor,7,1.776,8.637,0.8333333333333334,1,0.913,Yes,very_high,10.225,1.363,1.471,2.005,13.94,20.504,6.564,47.088
2009-10-31,Perth,20,1.854,6.63,0.5,0,0.099,No,low,9.488,1.11,1.0,1.11,10.532,10.532,0.0,0.0
2016-02-12,Sale,15,2.988,9.624,0.0,0,0.116,No,low,12.276,1.0,1.0,1.0,12.276,12.276,0.0,0.0
2011-06-17,MountGambier,6,3.602,11.836,0.16666666666666666,0,0.882,Yes,very_high,14.034,1.037,1.444,1.497,14.549,21.006,6.457,44.382
2012-05-19,Adelaide,7,4.712,15.916,0.0,1,0.288,No,low,17.245,1.18,1.028,1.213,20.349,20.919,0.57,2.801
2016-03-05,CoffsHarbour,17,6.042,18.297,0.6666666666666666,1,0.447,No,moderate,20.042,1.327,1.113,1.476,26.589,29.586,2.997,11.272
2009-09-14,WaggaWagga,18,4.301,15.374,0.0,1,0.003,No,low,16.463,1.18,1.0,1.18,19.426,19.426,0.0,0.0
2009-03-13,Adelaide,16,5.833,21.232,0.0,1,0.046,No,low,20.992,1.18,1.0,1.18,24.77,24.77,0.0,0.0
2014-02-05,Ballarat,21,6.465,16.972,0.8333333333333334,0,0.318,No,low,20.056,1.183,1.042,1.233,23.732,24.719,0.986,4.155
2016-11-27,WaggaWagga,13,4.17,14.328,0.0,0,0.224,No,low,15.847,1.0,1.005,1.005,15.847,15.921,0.075,0.471
2011-03-10,PerthAirport,8,7.327,18.456,0.6666666666666666,1,0.115,No,low,21.843,1.327,1.0,1.327,28.979,28.979,0.0,0.0
2011-05-03,GoldCoast,13,8.38,25.037,0.0,0,0.803,Yes,very_high,26.028,1.0,1.375,1.375,26.028,35.8,9.772,37.543
2015-10-14,Townsville,10,6.571,12.857,0.6666666666666666,0,0.077,No,low,18.472,1.147,1.0,1.147,21.181,21.181,0.0,0.0
2010-10-30,Ballarat,7,6.813,22.355,0.8333333333333334,1,0.951,Yes,very_high,22.787,1.363,1.505,2.052,31.066,46.752,15.686,50.494
2015-09-17,Darwin,3,5.498,26.069,1.0,0,0.076,No,low,22.571,1.22,1.0,1.22,27.536,27.536,0.0,0.0
2014-10-07,Uluru,10,9.666,35.217,1.0,0,0.006,No,low,32.041,1.22,1.0,1.22,39.09,39.09,0.0,0.0
2017-05-10,Sydney,17,4.786,14.368,0.3333333333333333,1,0.237,No,low,16.695,1.253,1.009,1.264,20.925,21.107,0.182,0.869
2011-08-06,GoldCoast,0,3.028,8.605,0.0,0,0.124,No,low,11.902,1.0,1.0,1.0,11.902,11.902,0.0,0.0
2014-04-05,Richmond,12,4.882,16.622,1.0,0,0.847,Yes,very_high,17.771,1.22,1.413,1.724,21.681,30.635,8.954,41.298
2011-01-19,Penrith,17,1.801,6.563,0.3333333333333333,1,0.873,Yes,very_high,9.388,1.253,1.435,1.799,11.767,16.888,5.121,43.523
2009-07-07,MelbourneAirport,16,1.626,7.7,0.8333333333333334,1,0.063,No,low,9.63,1.363,1.0,1.363,13.128,13.128,0.0,0.0
2016-09-04,PerthAirport,18,8.405,22.208,0.6666666666666666,1,0.114,No,low,24.874,1.327,1.0,1.327,32.999,32.999,0.0,0.0
2016-03-04,Mildura,19,11.542,32.667,1.0,1,0.06,No,low,33.502,1.4,1.0,1.4,46.903,46.903,0.0,0.0
2017-03-07,Penrith,17,3.835,14.937,0.3333333333333333,1,0.576,Yes,moderate,15.65,1.253,1.199,1.502,19.615,23.512,3.897,19.87
2014-09-05,Sale,6,8.455,20.562,0.0,0,0.025,No,low,24.25,1.0,1.0,1.0,24.25,24.25,0.0,0.0
2017-05-14,Portland,13,1.109,8.502,0.8333333333333334,0,0.155,No,low,9.268,1.183,1.0,1.183,10.967,10.967,0.0,0.0
2015-04-30,Cobar,16,1.0,4.198,0.5,1,0.47,No,moderate,7.313,1.29,1.127,1.454,9.434,10.632,1.198,12.702
2016-08-26,MountGambier,8,6.585,16.525,0.16666666666666666,1,0.831,Yes,very_high,20.03,1.217,1.399,1.702,24.37,34.091,9.721,39.889
2011-06-27,MountGambier,3,4.799,10.736,0.16666666666666666,0,0.151,No,low,15.187,1.037,1.0,1.037,15.744,15.744,0.0,0.0
2012-05-01,Tuggeranong,7,12.699,29.884,0.8333333333333334,1,0.252,No,low,33.895,1.363,1.014,1.382,46.211,46.843,0.632,1.368
2014-08-07,Williamtown,13,4.353,11.567,0.5,0,0.57,Yes,moderate,14.935,1.11,1.194,1.325,16.578,19.793,3.215,19.395
2016-07-20,Williamtown,11,2.214,5.788,0.5,0,0.989,Yes,very_high,9.619,1.11,1.54,1.71,10.678,16.445,5.768,54.018
2012-05-30,SalmonGums,7,1.442,8.646,0.16666666666666666,1,0.082,No,low,9.778,1.217,1.0,1.217,11.896,11.896,0.0,0.0
2016-01-10,Williamtown,19,4.879,17.449,0.5,1,0.323,No,low,18.115,1.29,1.044,1.346,23.369,24.391,1.022,4.373
2012-04-30,Sale,21,5.49,15.789,0.0,0,0.3,No,low,18.243,1.0,1.033,1.033,18.243,18.852,0.609,3.339
2013-11-23,MelbourneAirport,7,4.173,13.377,0.8333333333333334,1,0.884,Yes,very_high,15.452,1.363,1.445,1.97,21.066,30.445,9.38,44.526
2013-01-18,AliceSprings,21,8.573,21.727,0.5,0,0.872,Yes,very_high,24.899,1.11,1.435,1.593,27.638,39.654,12.016,43.477
2011-06-21,WaggaWagga,0,10.787,29.887,0.0,0,0.866,Yes,very_high,31.315,1.0,1.43,1.43,31.315,44.768,13.453,42.96
2011-09-23,Townsville,21,3.805,11.641,0.6666666666666666,0,0.04,No,low,14.226,1.147,1.0,1.147,16.313,16.313,0.0,0.0
2013-09-06,Wollongong,21,1.107,9.565,0.8333333333333334,0,0.348,No,low,9.712,1.183,1.057,1.25,11.492,12.142,0.649,5.651
2016-02-13,Mildura,0,5.855,16.906,1.0,0,0.011,No,low,19.205,1.22,1.0,1.22,23.43,23.43,0.0,0.0
2011-06-30,MelbourneAirport,18,9.786,16.64,0.8333333333333334,1,0.066,No,low,24.4,1.363,1.0,1.363,33.265,33.265,0.0,0.0
2010-09-29,Williamtown,22,3.817,17.866,0.5,0,0.354,No,moderate,16.857,1.11,1.059,1.176,18.711,19.819,1.108,5.922
2009-04-04,GoldCoast,20,6.812,17.871,0.0,0,0.964,Yes,very_high,20.902,1.0,1.517,1.517,20.902,31.704,10.802,51.678
2010-05-07,Cobar,22,2.088,8.217,0.5,0,0.052,No,low,10.47,1.11,1.0,1.11,11.622,11.622,0.0,0.0
2012-07-08,AliceSprings,15,5.763,15.619,0.5,0,0.011,No,low,18.54,1.11,1.0,1.11,20.58,20.58,0.0,0.0
2012-11-20,Adelaide,5,6.892,12.773,0.0,0,0.296,No,low,18.869,1.0,1.031,1.031,18.869,19.461,0.592,3.137
2015-10-13,Williamtown,19,5.869,19.948,0.5,1,0.633,Yes,high,20.501,1.29,1.24,1.6,26.446,32.796,6.35,24.012
2011-12-14,Bendigo,16,14.741,43.043,1.0,1,0.01,No,low,42.179,1.4,1.0,1.4,59.05,59.05,0.0,0.0
2016-08-05,Sydney,16,11.457,27.437,0.3333333333333333,1,0.937,Yes,very_high,31.19,1.253,1.492,1.87,39.092,58.327,19.235,49.205
2014-03-14,Penrith,12,7.607,25.55,0.3333333333333333,0,0.164,No,low,25.2,1.073,1.0,1.073,27.048,27.048,0.0,0.0
2013-09-26,Cobar,15,9.224,20.77,0.5,0,0.005,No,low,25.376,1.11,1.0,1.11,28.167,28.167,0.0,0.0
2009-10-29,Williamtown,7,5.737,21.373,0.5,1,0.233,No,low,20.921,1.29,1.007,1.299,26.989,27.186,0.198,0.732
2010-05-31,MountGinini,18,4.657,13.231,0.3333333333333333,1,0.459,No,moderate,16.045,1.253,1.12,1.404,20.109,22.521,2.412,11.993
2010-08-29,Adelaide,5,3.537,14.451,0.0,0,0.13,No,low,15.044,1.0,1.0,1.0,15.044,15.044,0.0,0.0
2009-01-22,Mildura,18,2.053,12.04,1.0,1,0.456,No,moderate,12.028,1.4,1.118,1.565,16.839,18.824,1.985,11.788
2012-07-14,WaggaWagga,19,11.781,30.043,0.0,1,0.813,Yes,very_high,32.723,1.18,1.384,1.633,38.613,53.429,14.816,38.37
2014-03-16,BadgerysCreek,13,15.09,50.014,0.6666666666666666,0,0.614,Yes,high,45.578,1.147,1.226,1.406,52.262,64.06,11.798,22.575
2010-07-27,Williamtown,14,4.958,11.655,0.5,0,0.851,Yes,very_high,15.788,1.11,1.416,1.572,17.525,24.821,7.296,41.63
2014-08-26,Perth,9,5.015,19.603,0.5,1,0.047,No,low,19.204,1.29,1.0,1.29,24.773,24.773,0.0,0.0
2016-05-21,Witchcliffe,22,7.075,21.108,0.6666666666666666,0,0.998,Yes,very_high,22.617,1.147,1.548,1.775,25.934,40.146,14.212,54.801
2009-04-18,Walpole,18,4.367,12.487,0.16666666666666666,1,0.353,No,moderate,15.34,1.217,1.059,1.288,18.664,19.762,1.098,5.884
2013-10-10,Nhil,10,2.263,6.446,0.6666666666666666,0,0.311,No,low,9.963,1.147,1.038,1.19,11.424,11.86,0.436,3.818
2017-02-12,Portland,7,1.758,9.061,0.8333333333333334,1,0.712,Yes,high,10.378,1.363,1.301,1.774,14.149,18.409,4.26,30.109
2015-09-11,MelbourneAirport,7,14.769,26.387,0.8333333333333334,1,0.035,No,low,35.221,1.363,1.0,1.363,48.018,48.018,0.0,0.0
2010-04-07,PerthAirport,13,1.254,7.568,0.6666666666666666,0,0.044,No,low,9.072,1.147,1.0,1.147,10.403,10.403,0.0,0.0
2012-06-29,Darwin,21,6.014,16.836,1.0,0,0.003,No,low,19.39,1.22,1.0,1.22,23.656,23.656,0.0,0.0
2009-08-29,MountGinini,18,1.402,7.016,0.3333333333333333,1,0.929,Yes,very_high,9.039,1.253,1.485,1.861,11.329,16.826,5.497,48.524
2013-03-24,Hobart,7,4.515,11.221,0.16666666666666666,1,0.537,Yes,moderate,15.008,1.217,1.171,1.425,18.26,21.387,3.127,17.125
2017-05-16,Bendigo,19,3.792,11.409,1.0,1,0.321,No,low,14.111,1.4,1.043,1.46,19.755,20.604,0.849,4.295
2009-06-29,MountGinini,10,1.601,8.257,0.3333333333333333,0,0.667,Yes,high,9.83,1.073,1.266,1.358,10.551,13.353,2.802,26.561
2015-12-27,Katherine,19,7.232,19.311,0.3333333333333333,1,0.851,Yes,very_high,22.074,1.253,1.417,1.775,27.666,39.191,11.525,41.656
2010-10-25,Tuggeranong,8,2.141,9.224,0.8333333333333334,1,0.11,No,low,10.965,1.363,1.0,1.363,14.949,14.949,0.0,0.0
2017-04-22,Wollongong,16,1.427,7.028,0.8333333333333334,1,0.174,No,low,9.079,1.363,1.0,1.363,12.377,12.377,0.0,0.0
2011-08-15,Adelaide,21,7.74,25.877,0.0,0,0.839,Yes,very_high,25.518,1.0,1.406,1.406,25.518,35.886,10.368,40.63
2014-04-11,Wollongong,8,3.804,13.322,0.8333333333333334,1,0.917,Yes,very_high,14.93,1.363,1.474,2.01,20.355,30.003,9.649,47.403
2013-12-03,CoffsHarbour,17,2.789,10.926,0.6666666666666666,1,0.149,No,low,12.554,1.327,1.0,1.327,16.655,16.655,0.0,0.0
2012-06-01,Cobar,23,8.041,20.844,0.5,0,0.642,Yes,high,23.81,1.11,1.247,1.384,26.429,32.947,6.518,24.664
2012-04-25,Launceston,6,2.056,9.23,0.5,0,0.247,No,low,10.853,1.11,1.012,1.123,12.047,12.191,0.145,1.202
2008-09-08,Darwin,5,1.135,5.912,1.0,0,0.338,No,low,8.215,1.22,1.051,1.282,10.022,10.534,0.512,5.109
